participant,session,method,project,path,summary,Accuracy,Completeness,Conciseness,Clarity
28,4,1,openaudible,openaudible>Audible.java> find [line 522],"This method is used to find an audible book from a user inputted string, and it returns a list of books that meet the criteria.  It does this by accepting input, formatting it into all lowercase to avoid capitalization errors, then iterating through the full book array and finding a  book containing the input string - it then adds it to a list and returns it.  This method seems important in implementing search functionality for specific books in the application - users can look up books by author, title,  narration, or asin (not sure what asin is).",4,5,1,4
24,5,2,openaudible,openaudible>AudibleCLI.java> test [line 240],"So it is a method to check and calcuate the lenth difference of two files: the audio file and the AAX file if there's one. So it will take a book list as input, the elements in the booklist is being traversed, and for each elements, it will chekced those two audio files, and there lengths are being caluceted and the informaton is being print out. I'm not sure what it does, i think that it printed out the difference because they perfer the shorer length audio files",4,4,3,2
26,4,7,openaudible,openaudible>AudibleCLI.java> test [line 240],"Tests for differences in the audio files of books.  For each book, print discrepancy between length in mp3 file and aax file.  Helper used to validate the books / audios in the collection.",4,3,5,4
25,2,4,openaudible,openaudible>AudibleCLI.java> test [line 240],"The function is used to print out the difference in length between an MP3 file of the book and and the AAX file of the same book.   The function first checks that the book has an mp3 file associated with it. Then it gets both the mp3 and the aax files of the books and prints out the name of the mp3 file, the length of the mp3 file, the length of the aax file, and the difference in length.   The function is called through the doCommand by inputting test2. I'm not sure that this is something the user is supposed to actually use as opposed to the other stuff in the list such as downloading, but might be more for devs to check their work.",4,5,2,4
22,3,8,openaudible,openaudible>AudibleCLI.java> test [line 240],"The method tests a list of books and prints some information about the mp3 and aax files for each book if applicable.  If a book has an mp3 file on audible, it outputs the name of each book, the length of both the mp3 and aax files, and the difference between the two lengths.  This could be useful as a test command for checking how much space a list of books might take up on a device, however it seems to simply be a test command for development purposes.",5,4,2,3
27,2,4,openaudible,openaudible>AudibleCLI.java> test [line 240],"This function prints the mp3 and aax filenames, sizes, and differences in sizes for all the books in the list, and is called when using the test2 command  This function checks if the mp3 file exists and assumes that the aax file also exists if the mp3 file exists.  This function is needed because mp3 files are created from aax files, and this function verifies that the file was downloaded and converted successfully.",4,5,3,4
28,4,5,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method is a testing function that prints out various information for each book in a user inputted book list.  It does this by iterating through the book list, and if a book has a mp3 file, it obtains the mp3 destination, aax file destination, and calculates the difference between the length of the mp3 file and the length of the aax file - it then prints out the name and length of the mp3 file, the length of the aax file, and the difference calculated earlier to the command line (for each book in the list that has a mp3 file).   This method seems important in testing whether or not the book audio is being obtained correctly and completely.",5,5,1,4
31,3,4,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method iterates through a list of books and checks if the audible application contain an mp3 for it; if it does, the method prints the name of the mp3 file with its size and the size of the corresponding AAX file and the difference between them. The method uses this by iterating through the passed booklist, checking the file cache using hasMP3 helper method, reading the mp3 and aax files and finding the difference in size between them. This method is used as part of the test2 command in the CLI to report statistics for files matching some string.",5,5,2,4
26,4,3,openaudible,openaudible>books>Book.java> checkBook [line 101],"Method checks whether a book is in the collection  Searches a required book by title/id, and prints a warning message if the book is missing.  Method is used for verification by other methods, to ensure that required books are present in collection",2,3,4,4
22,3,3,openaudible,openaudible>books>Book.java> checkBook [line 101],The method checks to ensure that a given book has the required information.  It verifies that the book has both a product ID and a full title and returns an error string if not.  This is useful when processing a book.,5,3,5,4
25,2,2,openaudible,openaudible>books>Book.java> checkBook [line 101],"This function checks that the book contains the required fields, product ID and a full title.  The function is called on a book object and returns an empty string if the book has the required fields but returns a error message with the required field that is missing if something is wrong, with the product ID being checked and returned before the title.  The function is used whenever books are being loaded, such as in the library, to make sure that they have the required fields before being displayed to the user.",5,5,2,4
24,5,4,openaudible,openaudible>books>Book.java> checkBook [line 101],"this method check wether the intake book object has full or missing required informations. it will chekc the book elements product id and full title, the method will print missing inforamrions if one value is missing,or return a empty string if nothing is missed. this methods is essiential to filter out what required informaton is missing.",4,4,3,3
28,4,7,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method checks if a book has a full title and product id - it returns an empty string if both are there, and an error message if one or both  are missing.  It does this by checking if the book object is missing a full title or product id, and if it is, it returns a string indicating which field is missing.  This method is important in making sure that each book in the application is properly defined with a product id and full title.",5,4,3,4
27,2,5,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method checks if a given book has both a product id and a title.  This method returns an error message if there is an error, or an empty string if there is no error  This method is used throughout the code to verify if a book has been properly parsed by the html scraper, or when updating the user's library.",5,5,4,5
31,3,5,openaudible,openaudible>books>Book.java> checkBook [line 101],This method is used to check that a book has the required elements productId and fullTitle and if it does not a string indicating such is returned. The method makes this check by iterating through a list of required book elements and checking if they are present using the has method. This method is used in operations like importing aax files and loading and updating the book library.,5,5,3,4
26,4,5,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"Method merges 2 items from the book elements of 2 books.  It references a book element, and calls a helper method to update the title to incorporate both books.  Method used for merging together 2 books, used to create a new BookElement from the 2 input books.",4,3,4,3
25,2,3,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"The function merges an item of the 2 books by either choosing the first or second option, whichever is longer, saves the result to the first book, and returns a boolean about whether it's changed.   The function calls a helper method that chooses whether or not the variable should be updated. For infolinks, the second one is always picked, however, for all other fields, if the second one is longer than the first, it'll overwrite it with the second one.   This is called when two books have the same product IDs, which usually means that they are the same book and should have the same information, so it fills in the first copy with any missing/new information from the second copy.",5,4,1,4
22,3,2,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"The method makes a given element of a book consistent with that of a second book.  It utilizes a helper function to determine what the merged value should be, making sure to not update if it is not applicable, and updates the first book accordingly.  This is useful if the user potentially has multiple copies of the same book in their library.",4,4,4,3
24,5,8,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This function is a recursive function itself that return a boolean value if two books are mergeable. it check one specfic elements of two books.If that elements is being changed compared to it's older version, then the two book elements are merageable that returns true. This function is a pre-check to the actual merge function of the two books.",2,3,4,3
27,2,3,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method combines an existing book in the system with an updated version of the book from the user's Audible library.  Generally, the book with the longer book element value is used, except for cust_id, user_id, and infoLink, where the one from the updated book is used.  This function is used whenever the user requests to update the system's current library, and books are considered to be updated if the cust_id isn't changed or more than one book has changed",4,5,3,4
31,3,8,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],This method is used to merge a book element attribute when new information for books in the audible library is found on the audible scraper (verified using product ids). This method gets string values for both books and uses helper method mergeItem to check for changes and choose which version to pick; the method returns true if the book element was changed. This method is used to update information about books in the local library when new information is found from an audible scraper which is connected to as part of the libary command in the CLI.,5,5,1,5
28,4,2,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method returns a boolean that indicates whether 2 user inputted books were merged together successfully or not.  It does this by getting the name of both input books, calling mergeItem to check if they have the same name, setting the new merged book's name, and then returns true if the result isn't the same after the merge or false if it is.  This method seems important in removing duplicate books from the library in case some book information changes over time.",5,5,3,4
26,4,2,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"Method connects the user to their account.  It calls a helper method to connect to a web browser client, log into user account, and set up the page / task.  Public method to provide log in functionality on the Audible GUI.",4,3,5,4
25,2,8,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"The connect function first tries to log in and then opens a browser which the user can look at books.   The method uses a helper method to first check if the user is logged in, and if so, opens a browser with their account set to the home page. If not, it just opens a browser tab with home page that isn't logged in. There's a bunch of errors that can happen, leading to stuff like not being able to open the browser or just not being able to sign the user in first.   The method is used when a user executes the connect command and wants to open the audible browser.",5,5,2,4
22,3,4,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],The method attempts to connect to the users audible account.  The method tries to connect and upon failure notifies the user that they are not logged in.  This method is useful when the user wishes to connect to audible and clicks on the proper menu item.,4,3,4,4
24,5,7,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],This function is one step of connecting the user online to the audio source. it will first intialize a progress and checked the user's account information and his or her access to the online source. This function is crucial to connect the user properly.,4,3,5,3
31,3,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],This method connects the GUI to an audible scraper using credentials for an account from a browser and logs into that account; if this operation is not successful a message and stack trace is printed. The method works by creating a new ProgressTask instance and overriding its run method; this task is then passed into a ProgressDialog doProgressTask method to be executed by it. This method is used by the GUI to run the connect command.,5,5,3,5
27,2,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method connects to the user's Audible account using a GUI progress bar to indicate progress.  If the user is not logged in, an error is reported to the user.  This method is used whenever an AudibleScaper object is needed, which is used to retrieve data about the user's Audible library.",4,5,4,4
28,4,4,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method shows the user progress messages from connecting to the Audible website and obtaining the necessary account info.  It does this by pushing messages to a ProgressTask object, and creating message boxes for errors - it attempts a connection and opens a browser + scraper to obtain the necessary account info, and it logs all errors thrown during this process.  This method seems to be important in logging errors and logging into the Audible website to connect the user's account with the application.",5,5,3,3
27,2,2,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"If there are any tests running, this method asks the user again if they really want to quit the application, but there seems to be a bug because testsInProgress is a local variable, which is always 0.  If the user is on a Mac, the word quit is used instead of exit.  This method is called when the application's onClose event is being handled.",5,4,4,4
22,3,5,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],The method determines whether or not the user wishes to quit given some number of uncompleted tests.  It prompts the user with their current number of in-progress tests and returns 1 if they confirmed it or 0 otherwise. (Note that currently the method skips this check and just returns 1 as the number of ongoing tests is hardcoded to 0).  This is useful when the user is trying to exit when there are still tests in progress.,5,5,3,5
25,2,7,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method displays a message that makes sure that a user really wants to quit/exit the app when there's existing tests running.   The function first checks if there's any tests running (it should actually never have tests running since it's assigned to 0 in the first line) and then displays a popup message with two buttons, Quit(on Mac) or Exit and Cancel, to the user and returns true if the user clicks the Quit/Exit button on the popup/  The function is used when a user attempts to close the app to make sure there's no processes or tests running before closing it.",5,5,3,4
24,5,5,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method is a safety quitting function that check the user to see if he or she really want to quit the action. It checks the whether there are any tests in progress, if there are then return true. IF there is, it will show the warning messages to the users. This method is essential when quitin the actions for other methods.actionExit and onClose both need this method to happen first to check if the user really want to stop the acton.",4,5,3,3
31,3,3,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method is used to display a confirmation window asking a user of the desktop application if they really to quit the app if tests are in progress. It does so by checking if any tests are in progress; if so, it generates a string asking for confirmation and shows a pop-up to the user with buttons for quit and cancel; if the user wants to quit, true is returned. This method is used when the application is being closed to confirm the user choice.",5,5,3,5
28,4,6,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method shows the user a exit verification message based on the operating system they are on and the number of tests that are still ongoing, and it also returns true if the user quit the application and false if not.  It does this by building a string with the corresponding info - if there are still tests ongoing, a message box is shown with the number of tests that are  ongoing, the string quit or exit based on whether the user is on mac or a different os, and a quit and cancel button; if there are no tests ongoing or the user pressed the quit button, the function returns true or false if not.  This method is important in alerting the user to ongoing processes and ensuring that they really want to quit before quitting the application completely.",5,5,1,3
26,4,4,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"Verification process for quiting the program.  Method provides a secondary layer of verification when a user wants to quit, indicating tests in progress before confirming  Method used in other exit / closing methods for the application as a verification.",4,4,5,4
26,4,6,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"Method provides some validation for the debug buffer.  Creates a new buffer, ensures that input string is of proper length before appending to the buffer.  Used by some backend functionalities, such as saving, handling connection, launching platform",3,3,5,3
25,2,5,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"The debugbuffer is buffer that logs things like exceptions and has a max limit of characters it won't go over as well as a separator for between messages.   The function first checks that a buffer exists and creates one if it doesn't and adds a separator if it already does. Then it checks if it's over the limit, and if so, it gets rid of the first bit and adds a ... to the end before appending the new debug output.   This function is used a lot, by pretty much all other functions that can throw an error in order to log the error.",5,5,2,4
22,3,7,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"The method adds a string to the debug buffer.  It makes sure that the buffer exists and has room before adding ""..."" and the given string.  This could be useful when in the debugging process to make sure that the buffer can hold necessary strings.",4,3,5,4
24,5,6,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"Thi is a functon from debug buffer, that append the new strings. this funtion will take the debug buffer and append that string s if that string is within the range of this buffer. this buffer is essential to store terminal message or program message that track the user's actions or the proframs action.",3,3,4,3
28,4,8,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method allocates space for a buffer if it is not already allocatd and appends a inputted string to the buffer.  It does this by checking allocating the appropriate space if the string buffer is null and appending a separator if not, then deleting everything in the buffer if the length is over the max size, and then finally appending the input string.  This method is important in allocating space for the debug buffer to be used in debugging the application.",4,5,2,3
27,2,7,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method appends the provided string to the end of a buffer with a max size.  If the max size of the buffer is exceeded, the entire buffer of that size is replaced with ""..."", and the new data is appended  This class is used to keep track of the error output from when using ffmpeg to convert the aax file to mp3.",4,4,4,4
31,3,2,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method is used to add debugging information to a string buffer. It does this by accepting a string s, creating a buffer if not already present / appending a separator to the buffer and then appending the string. This method is used in the project to report errors of various types.",5,4,4,5
26,4,8,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"Method retrieves additional arguments from a URL   Identifies whether URL contains arguments, parses the URL string and splits the arguments, and stores into map  Method is used in parsing a download URL",4,2,5,3
25,2,6,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"The function makes sure that a url with api parameters is formatted correctly and if so, it returns the parameters in a hashmap.   The function first checks if it has parameters by looking for the ? and then for each of the parameters, separated by &, checks to make sure that it has both a left and right side of the = before adding it to the hashmap, throwing if it's not proprly formatted.   The function is used when parsing a download URL to make sure that the url is valid and then using the args to look for the book.",5,5,2,3
22,3,6,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],The method takes a web URL and returns a map of keys and values for any arguments included in the URL.  It parses through the URL to split apart the individual key and arguments and throws an error if the URL is badly formatted.  This is useful when parsing a web URL that will be used to download data from the internet.,4,3,4,4
31,3,7,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method is used to parse arguments from a URL passed to it. It does so by extracting the query string (part after ?) from the URL, splitting it into different parameters using & and then extracting key/value from each of them (splitting on =); if any validation error or exception occurs, it is logged. This method is used to parse elements of a book from the download URL and then set those elements as attributes of that book.",5,5,3,4
27,2,8,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method is used to parse the query arguments of an HTTP URL.  If the URL has the same query argument argument more than once, it will only save the last query argument.  This method is used to extract book elements from columns that contain download links where the download URL contains the string ""cds.audible""",4,4,4,4
24,5,3,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method seems like will take a URl string and map it to a hasmap based on its parameters. the url is being parsed if it contains a ? mark, and different symbols to push it to the mapping. the mapping will not happen and output warning messagesm if the URL does not have the correcrt paramters. This method is essiential to parse the dolwnloadable urls.",4,4,4,2
28,4,3,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method takes in a user inputted url, presumably a url that contains a query with arguments, then obtains the arguments and returns them in a hash map.  It does this by obtaining the string after the ""?"" character in the user inputted url, then splitting on the ""&"" character to obtain each argument, and  then iterating through each argument and splitting on the ""="" character to obtain the name of the argument and the actual value of it -  it then puts this information into a hash map, which is returned at the end of the function.  This method is especially important in parsing through a url and obtaining the correct arguments for a query - it seems to be used in downloading Audible  books.",5,5,2,3
23,3,8,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"1. this method compute Gradient. 2. this method get index, block, rTrain, and gradient as four arrays and then loop through the length of block to reset the value of gradient from index and  rTrain array. this method is called in do one pass. 3. this method helps with reseting the value of gradient in the algorithm.",2,3,3,3
21,3,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],Compute the gradient by iterating through two arrays. I'm not entirely sure on the detail math for the calculation.,4,1,5,2
30,4,7,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],Gives a gradient based on the rtrain and block. nested loop through block multiplying each value of block to the rtrain. This is used in other methods to generate a gradient,3,2,4,2
24,3,4,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"It compute the gradient value and append the values into the geradient array. there's a nested loop in this function, for each elements in the block array, the gradient array is updated by times the block array elements and the tTrain block elements. This is important as the gradient array is used to perform in may action when we do traniing and also used in onepass.",3,3,3,2
26,5,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"Method computes the gradient of a block.  It iterates through a block, at each index it computes the gradient based on rTrain values, and adds to cumulative gradient. Used in ""one pass"" methods to compute gradient while doing a pass through an active set.",5,3,4,3
22,5,7,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],The method computes the unified gradient for a single training pass in a model.  It takes the pass values and the training residuals and computes a unified gradient based off of both.  This is useful when training a binary classifier.,4,4,5,4
29,3,7,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],This function computes a gradient used for the machine learning model to help calculate the step size it has for learning.  It takes the number of columns in the input matrix and uses that as a size bound and then iterates through the rest of the inputs and uses those to calculate new values for the gradient. This function allows for a changing/varying step size in the machine learning model so it doesn't over step and miss the point of optimization but also doesn't train to the extreme,3,3,1,3
28,5,8,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method accepts an index, block, rtrain, and gradient array to compute the gradient.  It does this by iterating through the two-dimensional block array, and then calculating the gradient for each value by iteratively adding the product of  the corresponding block and rtrain values.  This method is important in computing the gradient for a SPLAM model (not sure what SPLAM is, but some sort of ML model).",4,4,3,4
27,4,4,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],This method computes the gradient by multiplying the block matrix with rTrain uses the indices provided.  This method initializes the gradient to 0 if no indices are provided.  This methd is used when performing learning passes in the SPLAM learner.,5,4,5,4
31,2,6,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method is used to compute the gradients of some blocks of data by multiplying it with an rTrain element which is picked using an index array. The method iterates over all blocks, initializes the gradient for that block to 0, and then calculates the gradient for that block by multiplying each element with some element in rTrain. This method appears to be used in doing one pass through the data for building a regressor.",4,5,3,3
23,3,6,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"1. this method gets an instance, a double array and returns a boolean value which checks whether there are target in the instance equal to the first target in it. 2. this method is called when building the algorithm. 3. this method helps to create nodes.",2,2,4,3
26,5,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"Method computes statistics on a collection of instances. It calculates weight and target for each instance, updates stats array, and returns boolean indicating whether first target value is repeated. Used in various pass algorithms, as well as in creating tree nodes.",3,3,5,3
30,4,5,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],returns true if all targets are the same and organize different statistics of the dataset. It checks that all targets are the same and manipulates the stats of the first three index of stats. gIt is used in other methods to find different statistics.,4,3,5,4
21,3,8,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"Returns true if instances is empty or if the target of every instance in instances is the same as the first target. Changes stats[0] to be the sum of the weight of the instances, stats[1] to be the sum of weight * target of the instances and stats[2] to be stats[1]/stats[0].",5,2,4,2
22,5,6,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"The method computes statistics for an Instances object.  It computes 3 statistics: the sum of the weights of each instance, the sub of the weighted targets of each instance, and the weighted mean of the instances (sum of weighted targets/sum of weights).  This is useful when working with Instances objects and needing to compute something useing one of htese stats.",4,3,3,5
27,4,2,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method computed the sum of weights, sum of targets * weights, and the weighted mean of a list of instances.  This method returns true if all the targets are the same.  This method is used when building decision tree learners.",5,3,5,3
29,3,2,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],This method gets the data in a stats node and uses it for understanding that node/children. This does this by going and finding the root of a tree and then traversing down the tree to collect the information of the nodes storing them in a list and returning that to the user. This allows to the person  training the model to get the information from the tree to evaluate the model they are using or to alter the weights and biases of the tree.,2,3,2,3
31,2,4,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method is used to calculate stats of several instances such as their total weights, sum, and weighted mean. This is done by iterating through all the instances and having a running counter of the total weight and sum; the method returns a boolean  indicating whether the standard deviation is 0 or not. This method appears to be used in building regression trees or nodes in initializing their attributes.",5,5,3,4
28,5,5,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method returns a boolean from an inputted set of instances and array of doubles.  It does this by first updating stats (an array with 3 values - total weights, sum, and weighted mean), going through each instance until an instance with  a target that is equal to the first instance's target is foundand setting stdIs0 to false, and then updating the weighted mean and returning stdIs0 - if it doesn't run into anything, then it returns true after updating the total weights and sum.  This method seems important in creating a regression tree, specifically in updating the weighted mean, total weights and sum and then determining what nodes  to make.",5,4,1,3
24,3,2,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This serves a boolean function that checked the attributes of the instances object. It checks the object by first get the weight and target attributes, then returns the boolean values, if the third elemetnts in the stats list is nan then make it zero.otherwise return false. It serves a step to traverse and check all of the elements in the objects to make sure its correctness for later steps.",2,3,3,2
23,3,4,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"1. this method print out notifications and write things into a tree. 2. there are different version of write override on each other to fulfill different request, this method is called when the program need to write something. 3. this method helps to write information in to the tree",2,3,4,2
26,5,3,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"Method prints a description about a TreeInteriorNode class instance. It displays descriptive variables such as name, attindex, splitpoint & recursive call to left and right subtrees too.  Used in various tree classes -- print out the tree and each node.",5,4,4,4
21,3,7,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"Print the tree by printing the canonical name, attindex, splintpoint, with new lines of each node. Then resursively calling this write method on the left and right child.",5,3,5,5
30,4,6,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"Prints each node of the binary tree. head, left, right traversal through each node. This is used in other writers to print out the nodes of this tree.",5,3,5,4
22,5,4,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"The method writes out information about an interior tree nodes recursively to standard output.  It prints out the nodes class name, its AttIndex, its SplitPoint, and then calls write on its left and right children.  This is useful when wishing to print out an entire tree.",4,4,4,4
24,3,6,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],this is a method by the interior treenode of a treenode obect that print the atrtributes of the treenode out. This method should be called after the read method when the att index and Split data point are already being parsed. the mnethod will finish when all the children tree node is finished printing. this method is important to get information of the attrobutes of the treenode.,4,2,3,3
31,2,8,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method is used to print debugging information about an interior node of a tree. It accepts a PrintWriter out and prints the class name, attIndex and splitPoint attribute before recursively calling the same method on the left node and right node; this leads to an in-order printing of information in the tree nodes. This method is used to print information for various data structures like Regressors, Classifiers and RTrees.",3,5,3,4
29,3,3,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method prints out the AttIndex and SplintPoint for each interior node and their children. This accomplishes this by locating the first node or root  interior node printing its info to the terminal, which it then calls a recursive call to itself on the left and right children of the node printing out their information.\ This allows the index of a node to be printed making a Picture of what the tree looks like",3,4,3,4
27,4,5,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method recursively prints out a binary tree, first the node, then the left, and then finally the right child.  This method prints out prints out the class name, attribute index, and split point.  This method is used to prit out the contents of tree models.",5,4,4,3
28,5,7,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method seems to write out the class, name, attribute index and split point from each node along a tree model.  It does this by obtaining the relevant info, printing it out, and then recursively calling itself on the left and right child of the tree.  This method is important in logging the contents of each node in a ML model.",4,4,4,4
32,1,4,scrimage,scrimage>AwtImage.java> points [line 174],"The given function creates a one dimensional array of point at every coordinate from (0,0) to the specified (width, height).  It creates a point array and a local variable 'k', the kth element of the array is assigned to a new point (x,y) in a nested for loop that increments k each time too.  The given function gives the location of each point of the image, this array/ its elements can be used in other functions.",4,4,3,3
26,1,4,scrimage,scrimage>AwtImage.java> points [line 174],"The method is used to map out the points of an image. The method createds a 2d array of points - it iterates through an image and creates an x,y mapping for every point in the image. Returns array The method is used by other image processing functions to map out the point dimensions of an image.  For example, it is commonly used in 'for each' loops in order to provide an x,y input of all of the points.",3,4,3,3
22,1,5,scrimage,scrimage>AwtImage.java> points [line 174],The method returns an array of points representing each pixel in an image  It loops over the width and height of the image and creates a new Point() object for each pixel.  This is useful for creating Streams that will map all of the pixels with some function.,5,4,5,4
30,1,5,scrimage,scrimage>AwtImage.java> points [line 174],The purpose of this is to create a 2d points array. Makes a 1d points array filled with points by traversing the height and width. These points can be used for making images by being used as pixels and coloring.,4,3,5,3
29,1,6,scrimage,scrimage>AwtImage.java> points [line 174],"This creates an array of points that are in the AWT to allow for traversal and manipulation/understanding of the AWT. This is done by taking on each of the width and heitght variables and crating an x,y pair to put into the array for a method of understanding the vertices in the AWT. This is important because it allows for an easier understanding/analysis of the AWT for future uses",4,3,3,3
24,1,7,scrimage,scrimage>AwtImage.java> points [line 174],"This function serves as a basic function to intialize the points array with x and y valyes in the point object which is a pair orginally. so it creates a one d array, or the images width and lenth and traverse each elements to fill in the x and y values.  This functions serve as a array transfer function to transger a object into a one D array to make easy for other operation that require the images width and height values.",4,4,2,3
23,1,2,scrimage,scrimage>AwtImage.java> points [line 174],This method create an array of new points which take all the positions in the image. It is a constructor that does not accept any inputs and return an array of points which represent all the locations in the image. This method is useful when initializing the image and is convenient for the later work to change the color of quality of each point in the image.,5,5,4,4
21,1,6,scrimage,scrimage>AwtImage.java> points [line 174],This method creates an array of points based on the width and height. It creates an array of width*height number of points and fill the array with Point objects with their coordinates. This method can be used to generate a rectangle of points.,4,3,4,5
28,1,7,scrimage,scrimage>AwtImage.java> points [line 174],"This method creates an array of points with a size identical to the width and height of the image. This method instantiates an array of size width * height, then loops through each and creates a point object with an x and y for each.  This method seems important when setting up the coordinate system of the image - each pixel of the image is represented by a point with an x and y.",5,4,3,4
27,1,8,scrimage,scrimage>AwtImage.java> points [line 174],"This method returns a flattened array of Points with the same size as the image.  The coordinates of the points are all ints.  This is a helper function that is used to make it easier to iterate through all the pixels of the image, when applying operations that require such type of iteration.",4,3,4,4
31,1,2,scrimage,scrimage>AwtImage.java> points [line 174],This method returns an array of Points corresponding to each point in the image. It does so by creating an array for each pixel in the image (width * height) and initializing them to their coordinates. This method must be used to get a point representation of the image to be used for intermediate representations.,5,4,4,4
30,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],It allows for drawing ontop of the Canvas.         It loops through a collection of commands to draw ontop of the canvas and returns the resulting Canvas.         This allows users to and other methods to draw ontop of the canvas.,4,2,5,3
26,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"The method draws a 2D image on a canvas and returns the canvas.     The method receives a immutable image target as a reference, configures a collection of drawable objects according to the target, and returns the new canvas.     The method is needed for updating collections of drawable objects",4,3,4,3
22,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],The method draws a collection of drawable items onto an image and returns it as a canvas.  It takes an image instance variable and a Collection of drawables that is passed as a parameter and renders the drawables onto the image and returns that as a canvas.  The method is useful for drawing shaped on top of an image.,5,5,3,4
27,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"The method draws a collection of drawables onto the existing canvas object and returns it.  It doesn't modify the existing canvas and instead returns a new one.  This method allows you to draw graphics primitives, such as arcs, shapes, lines, and text onto an existing image without modifying it.",5,5,4,5
