participant,session,method,project,path,summary,Accuracy,Completeness,Conciseness,Clarity
4,4,7,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method partitions given instances into multiple datasets. When attToStratify or strara is null, this method splits the given instances into 2 parts with the given ratio; otherwise, it checks the length of required dataset, and for each required ratio it splits the instances into different datasets.",3,2,5,5
6,5,8,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method receives an Instances object and extracts attributes and target attributes and returns this as a static Instances array.  Inside the method, the datasets instance array is initialized to the passed in size and the attributes and target attributes of the Instances object are extracted and added to datasets. Finally the method loops through the stratified values and adds them to the datasets object and returns the result.  This method is useful for doing a stratified sampling of the wide data set used in the ML process.",3,2,3,4
11,5,7,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method seems to be use to split a series of data into a customizeable series of subsets of the data  This method takes in a list of attributes to stratify, and then iterates through them, and for each item in the series of data the method creates partitions according to some given relationship specified by the ratios given to the method  This method seems to be part of the overall purpose of the file which is to split the data in various ways - for example for the purpose of cross validation",5,5,4,5
10,2,6,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method splits a list of instances based on the given ratio.  This method first check it needs to use stratify or not, if it does, which type of stratify to use, and then it splits the instances based on the ratio.  This is used to split the dataset into training, test and validation set based on the given ratio.",5,5,5,5
12,3,5,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method splits the data based on the input ratio and may stratify the data before the split.  If there is no requirement for stratify the data, then it splits the data by the given ratio, otherwise, it stratify the data by the data attributes and then split them by the given ratio.  This method is useful if you want to split data by ratio and/or stratify the data by its attributes and then split it.",5,5,5,5
9,5,6,mltk,core>processor>InstancesSplitter.java> split [line 286],"This method takes a set Instances and splits them into an array of instances based on the ratios that the method is provided. This method takes Instances instances, String attToStratify, and double ratios and returns an array of Instances, it performs null checks and calls other split() methods if a null value is found, it then procedes to partition the Instances into different datasets and returns a dataset of the same length as the ratios. This method is used by the project for splitting/partitioning datasets.",5,4,2,5
8,5,8,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"Calculates the gradient of each position if the vector. Iterates over the vector block and for each position calculates the gradient (the train vector result multiply by each position of the initial vector. Useful to do one pass in the method and calculate the gradient given an specific index, the vector, the r train vector, and one value for the gradient.",5,5,5,5
5,4,4,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],The method computes the value of each gradient based on the previous optimization process.  It iterates over each gradient whose value is the sum of all values in the corresponding block and the training value.  The method is useful when initilizing the gradient values based on the input blocks.,4,5,5,5
6,5,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],This method calculates a gradient during gradient descent optimization.  This is an overloaded method that takes an array index and a block and computes the gradient through summation of the product of multiplying the first row of the block array times a specific row of the rTrain block.  This would be useful for calculating the gradient with specific rows or columns as opposed to the other overloaded method that does the dot product of a 2D kernel.,4,4,4,4
12,3,3,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method calculates the gradient based on the training data and the block.  It goes through all the values in block, and for each value, it adds itself with the product of training data and the block as the gradient for this step.  This method is useful if you want to calculate the gradient for each step.",5,5,5,5
7,4,5,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method calculates the gradient for a given matrix. It iterates through each element of the given matrix and updates the gradients using the residual values. When training a model, this method is used to optimize the gradients to minimize the loss.",5,5,5,5
9,5,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method computes a gradient given a sparse data set (rTrain) and a set of values (block). This method takes an array of gradients, an array of indexes, an array of a sparse dataset (rTrain) and 2d array of blocks and iterates through the gradient array to add the values of the blocks with the 	values of rTrain. This method is used by the project in the doOnePass methods when building a binary classifier.",5,5,5,5
10,2,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],This method computes the block-wise gradient from the training set.  This method traverse each block and calculates the gradients by accumulating data from each block and training set.  This method is useful for regression and binary classification to calculate gradients by passing it one time.,5,5,5,5
11,5,2,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method computes the gradient at each position in a block  This method takes the value of each position in the block and multiplies it by a value retrieved from the corresponding position in an rTrain array, and then saves this at the corresponding position in a gradient array  This method seems to be helpful for managing gradient calculations, particularly when the parameters are divided into blocks",5,5,5,5
4,4,5,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],This method computes the gradient of the values in a given block. This method checks throught each element in a given block and it computes the gradient for this element by multiplying it with the training value. This method can be used to conduct a one pass training on a set of data.,5,5,5,5
3,2,4,mltk,predictor>gam>SPLAMLearner.java> computeGradient [line 1025],"This method computes the gradient when doing one pass of learning over the input data.  It takes in index and block which indicate which part of the data to consider, rTrain (not exactly sure what this is), and gradient (the already-computed gradient for this data) and computes the gradient for another pass over the data.  This method performs an important step in training the data using the SPLAMLearner, which is one learner offered in this toolkit.",5,3,3,5
8,5,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],Gets weight and target to calculate the stats and returns a boolean value if the stats are different from the target. Iterates over each instance and recover the weight and target verify that this value is different form the first value and set the boolean value equals to true or false. Useful to recover the stats and verify if the target already have the desire value.,4,2,4,5
7,4,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],The method generates three lists of different stats. The method iterates through the list of instances and calculates three different stats using the weights and targets. This method is used by different algorithms to calculate the weighted means of the instances.,5,4,5,5
5,4,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],The method validates the consistency of the target values among a set of input instances.  It keeps track of the target values to check their consistency and records the states of each instance.  The method is useful when validating the similarity of a group of instances based on their targets.,4,2,5,5
10,2,5,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method calculates the stats from the list of instance.  The method initiates the stats with 0, traverses the each instance to get the weight and target, the first stats is accumulating the weights, the second stats is weight times target and the third stats is ratio of the first two stats, and the method returns a boolean value, stdIs0 which can be false if the target is not equal to the first target.  This method is used in different tree based machine learning algorithms like regression tree, decision tree, random regression tree etc.",5,5,4,5
12,3,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method calculates the weighted average and identify if the standard deviation equals to zero for given instances.  If there is only one instance then it directly returns the standard deviation equals to zero, otherwise, it compare if each instance are the same and if not then the standard deviation is not equal to zero, plus it also calculates the weighted average by dividing the weighted sum by the sum of the weights.  This method is useful if you want to know the statistical information of given instances, including if their standard deviation is zero and the weighted average.",5,5,4,5
4,4,3,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method can be used to get statistics of given instances. To be more specific, this method check through each instance by obtaining a target first, and then it checks whether all target are found; it returns false if any target is not found and true otherwise. This method can be used in multiple cases, including building regression trees, decision tables or implementing greedy algorithms.",3,2,4,5
3,2,6,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method fills out a stats array and determines if any of the targets are the same as the first target.  This method takes in Instances (a list of data) and a stats array to fill out, fills out stats[0], stats[1], and stats[2] based on the weight and target values of all of the instance data, and returns false if any of the targets are the same as the first target, true if not.  This method helps build RegressionTrees and DecisionTables.",5,5,4,4
9,5,8,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method is for getting the stats of a regression tree learner and it takes a set of Instances and an array of stats and returns true if the standard deviation is 0 (stdIs0). The method iterates through each instance, getting the weight and target for each instance, and if target of each instance is not equal to the first instance's target, it returns false. This method is used within the project when the project is building decision tables and regression trees.",5,4,4,5
11,5,6,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],"This method is used to get information about a series of data  This method appears to calculate a weighted average over the elements in the data (passed in as an instance and a stats list)  This method could be useful for checking the function/correctness of a program, by being able to easily survey some characteristics of the result of a prediction. say",5,4,4,4
6,5,7,mltk,predictor>tree>RTreeLearner.java> getStats [line 64],This method receives an Instances object and a stats array and determines if the target values in each of the instances are the same or not.  The method grabs the first instance target and compares it to the rest of the instances and will break out and return false if there's a mismatch. If the entire process completes then everything is equal and the method returns true.  This method is pivotal for getting the stats of all instances to be used in various Regression Tree experiments.,5,3,4,5
8,5,5,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"For each type of method, prints a formatted version of the result. Displays the result of the prediction in a formatted version. Useful for every method such as regressionTree, Prediction Writer, etc.",5,3,5,5
5,4,6,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],The method writes the outputs from predictors to a tree based reader.  It firstly prints out the calling predictor and then writes the outputs from the predictor to the nodes.  The method is useful when recording the outputs from the predictor for debug purpose.,5,3,5,5
6,5,3,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method is defining the method write inherited from an abstract class and is used to write the attributes of the object to standard ouput.  Specifically, the method writes the attribute info that belongs to this class and then accesses member variable info that belongs to the Treenode objects within the class and then prints those as well.  This method would be useful for visualizing a Tree structure to standard output.",5,3,5,5
7,4,8,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method is responsible for writing a three node information. Using the provided print writer, the the method prints out attribute index and the split point of each node of an entire tree. This method is used to print out an entire tree informaiton.",4,3,5,5
9,5,4,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method prints out the interior node of a tree and it's left and right nodes. It first prints the  canonical name of the class and then the AttIndex and the SplintPoint values, before printing out the node and the nodes to it's left and right. This method is used throughout the project when the program wants to print out a copy of a tree e.g. in the ensemble method.",5,5,5,5
12,3,6,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method prints the node information of a tree in the order of root/canopy, left, and right.  It first prints the root information, including the split point and its index, and then recursively runs itself to print the node information in the left and right subtree.  This method is useful if you want to show a tree's information in the order of root, left, and right.",5,5,5,5
11,5,3,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method prints the tree as a string  This method recursively writes the left subtree followed by the right subtree, at each iteration printing a canonical name, attIndex, and splitPoint values  This method is useful for checking the value of a tree in a readable format",5,5,5,5
4,4,8,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method prints the tree nodes in a given tree. This method iterates through a tree recursively and prints out all the tree nosed; to be more specific, it prints all nodes in the left subtree first, and then prints all nodes in the right subtree. This method can be used for many cases; for example it can be used to print the tree node values in ensemble trees, boosted trees, random forest and regression tree.",5,5,5,5
10,2,7,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],This method prints the tree with their attIndex and splitPoint.  This method prints the canonical name of the interior node of a tree with its attIndex and splitPoint and then print the left and right child of the tree.  This method can be used to see the predicted tree from different classifiers.,5,4,5,5
3,2,8,mltk,predictor>tree>TreeInteriorNode.java> write [line 76],"This method writes the contents of a TreeInteriorNode.  It takes in a PrintWriter and writes the class name, the AttIndex and SplintPoint for that node, and then recurses through the left and write children to write their contents, until the whole tree is written.  This method allows users of the toolkit to see the contents of a RegressionTree or DecisionTable that they have built/trained.",5,5,5,5
8,5,4,mltk,util>OptimUtils.java> fitIntercept [line 108],"Calculates the value of delta, eta and theta in order to optimize the value of delta. Calculates theta based on the residual value of each position. Theta is the entire value of the absolute value of the residual. If the value is bigger than the value of epsilon this will calculates delta Useful to optimize the value delta in the operation.",4,4,5,5
5,4,2,mltk,util>OptimUtils.java> fitIntercept [line 108],The method calculates the delta score based on the predicted values and ground truths.  It accumulates the residual values from all predictions and summarize the score only if the score is higher than the threshold.  The method is useful when evaluating the prediction performance by considering some specific samples.,4,4,5,5
12,3,8,mltk,util>OptimUtils.java> fitIntercept [line 108],This method calculates the fit intercept based on the predict results and the residual between predict and real values.  It calculates eta by summing up all the residuals and calculates theta by summing up the product between the absolute value of the residual and 1 minus the absolute number; if theta is larger than epsilon then it calculates the pseudoresidual and the final return is eta divided by theta.  This method is useful if you want to evaluate a prediction and see the intercept of the fit results.,5,5,3,5
4,4,6,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method can be used to computer the parameter delta of predictions. This method first checks each prediction and compute eta and theta, then it it calculate delta based on the value of eta and theta and it also adds the prediction and delat pair to the vector, computes the residule and returns delta. This method can be used when building a binary classifier, or when to find the maximum lambda binominal.",5,4,4,4
7,4,4,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method computes the delta for a list of predictions and residuals. It iterates through the array of predictions and residuals to calulate eta and theta, and use them to calculate delta. this method is used to train a model.",5,3,5,5
3,2,7,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method creates a line of best fit with the predicted data and the residual data.  It takes in the predicted data, an array for the residual data, and the y values and fills in the residual array (through calling computePseudoResidual) as well as returns the delta between the predicted and actual values for the data.  This method is used in various binary classifiers throughout the toolkit: when the classifiers are training they want to continually minimize the delta between the predicted and actual values until the line with the smallest delta is found.",4,4,2,4
10,2,3,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method is fitting intercept using the prediction and residual.  This method first calculate the eta and theta value, then computes the delta value which indicates how close the predication is.  This method is helpful in binary classification to fit the intercept based on the prediction.",5,4,5,5
9,5,5,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method is for calculating where the intercept occurs given an array of predictions, residuals, and y values. This method calculates delta by first calculating eta and theta by iterating through the residuals array and if the absolute value of theta is greater than the mathematical value of epsilon, then delta is eta/theta, else delta is 0, and the method returns the value of delta. This method is used by the program when building Binary Classifiers.",5,5,4,5
11,5,4,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method modifies the prediction by adding a delta value  This method computes a delta value by summing the value at each position and then dividing it by a theta value, which is a sum of a function of the abs of each value  This method seems to help with the prediction in some manner, as we add the delta and also compute a computePseudoResidual function involving the prediction",4,4,4,5
6,5,5,mltk,util>OptimUtils.java> fitIntercept [line 108],"This method receives a prediction, residual and weights vector and returns the delta value that is the fit intercept value.  The method loops through the prediction vector and extracts the eta and theta values. If the absolute value of theta is greater than episilon, then delta is returned as eta divided by theta, otherwise delta is returned as zero.  This method is useful in performing a binary classification experiment and can be used to calculate the fit intercept.",5,5,4,5
8,4,1,openaudible,openaudible>Audible.java> find [line 522],"Looks for the book given an string and return a list with the match. Given an specific title, the function iterates and get the titles that have the coincidence. Useful to get a list of books with an specific title.",4,1,5,5
5,3,1,openaudible,openaudible>Audible.java> find [line 522],The method finds books with requested string value.  It iterates over each book and collect a set of metadata to check if any metadata from any book contains the input string value.  The method is useful when trying to determine if some wanted string values are in a set of books.,5,4,5,5
7,5,1,openaudible,openaudible>Audible.java> find [line 522],The method is used to find a keyword from the book metadata. It iterates through the list of all books and adds the books to a list with the matching keywords.,5,1,5,5
4,3,1,openaudible,openaudible>Audible.java> find [line 522],"This method can be used to find target books. To be specific, this method gets a list of target books and their title, author and narrative, and check whether there is a match with these elements. This method could be used to check whether the first audio book in the list matches the target list.",5,3,5,5
9,2,1,openaudible,openaudible>Audible.java> find [line 522],"This method creates an ArrayList of Book objects from a given string. The method takes the inputed String, converts it to lower case, and then searches the Book library for books whose Book contains the inputed string by looping through all books in the library. This method is used by the program when searching the database of books for a certain keyword",5,4,4,5
3,4,1,openaudible,openaudible>Audible.java> find [line 522],"This method finds all books with a particular asin, author, title, or narrator from a list of books.  This method takes in a string, matches that string to the asin, author, title, and narrator from a list of books, and returns a list of all books where the input string matches the asin, author, title, and/or narrator.  This method is used as a helper when Audible's find command is executed in the AudibleCLI; I assume this command is executed in the case where a user wants to search for books with a keyword.",5,5,4,5
10,3,1,openaudible,openaudible>Audible.java> find [line 522],"This method finds if the given string input is in any metadata of the a book.  This method converts the input string into lower case, fetches all the books, converts each of them into BookElement object with metadata, then search the input string on each element in the metadata and returns a list of BookElement objects if they have a match.  This method can be used to search a list of books by a search string.",5,4,4,4
12,2,1,openaudible,openaudible>Audible.java> find [line 522],This method finds the first book that contain certain string from all the books.  It construct a BookElement struct and then loop through all the books to find and return the first book that contains the input string.  This method is useful if you want to find a book that contains a specific string from all the books.,3,4,5,5
11,2,1,openaudible,openaudible>Audible.java> find [line 522],"This method looks in the library of books and returns all that involve the given string  This method takes the collection of all books, and then creates a list with all the books whose title, author name, narrator, or ""asin"" contains the given string  This method is useful for finding books from a library based on a topic, or by some author",5,4,5,5
6,2,1,openaudible,openaudible>Audible.java> find [line 522],"This method receives a string as a type of search parameter and then returns a List of books that match this search criteria.  Specifically, the entire book catalog is called from another function, and then each individual book is parsed to its key values such as author, title, etc. and sees if any of these match the search criteria. If a match is found, it's added to the list.  This method would be great for searching a library of ebooks.",5,4,4,5
3,4,5,openaudible,openaudible>AudibleCLI.java> test [line 240],"For a list of books, this method prints out the name of the book's MP3 files, length of MP3 and AAX files, and the difference in lengths of the MP3 and AAX files.  This method takes in a list of Book objects and iterates through every book object, getting the MP3 and AAX files for each book, comparing the differences in their lengths, and printing out the relevant information to the console.  The ""test"" command is one of the main commands the Audible CLI allows users to run, although I'm not sure why users would need to know the difference in lengths of MP3 and AAX files for their specified books.",5,5,3,5
8,4,6,openaudible,openaudible>AudibleCLI.java> test [line 240],Obtains the difference between the mp3 file destination and AXXF file destination. Gets the file length destination for each type(mp3 and AXXF) and obtains the difference length between these two formats Useful to recover the directory and compare if they are equal.,5,5,5,5
5,3,5,openaudible,openaudible>AudibleCLI.java> test [line 240],The method checks the difference between the mp3 file and aax file for each book in the book list.  It iterates over each book to check the length difference between the mp3 file and aax file of the book if the book as both of them.  The method is useful when keeping the consistency of different audio files for a book.,5,4,5,5
4,3,2,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method can be used to test whether there are different formats of audio for a book. This method finds the length of MP3 file and length of aax file, calculate the difference between them and print. This method can be used as a part of the initial commands and test whether the found audio book is of the correct size.",4,4,5,5
11,2,3,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method checks the encoding of the audible file  This method reads in the file as an mp3 and as an aax, and then returns the different lengths of the files, comparing them  This method is callable as a doCommandallows, and allows the user to check which encoding of the audible file is longer, maybe perhaps to see which one should be retained",4,4,4,4
12,2,2,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method identifies if the books in the book list contain mp3 files and output the length difference between the mp3 file and the aax file.  It goes through the books in the book list to check whether each book has a mp3 file, and if it has, then it calculate the length difference between its mp3 file and and its aax file.  This method is useful if you want to know whether a book is audible and what is the length difference between the mp3 file and the aax file of the book.",5,5,4,5
7,5,4,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method is used to print the difference in size for the mp3 file and the aax file of a book. The method first checks if a book has an mp3 file, then subtracts the mp3 length from the aax length to get the difference. This method is used to test a book from the cli.",5,5,5,5
9,2,3,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method iterates through a list of Books, testing if the MP3 file length is different to the AAX file length. The method first checks if there is an MP3 file for a given book, and then calculates the length of each file, and prints out the file destination for the MP3 and AAX files with the different in their length. This method is called within the DoCommand method, which hosts a series of switch statements for the program that are actions/commands for the program such as ""update"" however it appears that this method is simply used as a test method within this switch statement.",5,5,3,4
10,3,3,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method prints the difference in length of the MP3 and AAX file if there is any MP3 file of a book.  This method iterates over the given book list, check if any of them has an MP3 file; if it does, prints the difference in length of the MP3 and AAX file.  This method can be used to testing the book from the perspective of having same length in different format.",5,5,5,5
6,2,8,openaudible,openaudible>AudibleCLI.java> test [line 240],"This method receives a list of books and determines if they have audio recordings accompanying them.  The method receives this list of books, and checks if each book has MP3 qualities, if this is true then the MPS information is fetched and displayed in the terminal.  This method appears to be a test case to ensure that some of the search functionality within the program as a whole is working properly before final release.",4,2,4,4
5,3,2,openaudible,openaudible>books>Book.java> checkBook [line 101],The method checks if a book misses any metadata.  It firstly define a set of required metadata attributes and iterates each of the attributes to check if the book contains it.  The method is useful when some metadata is required for a given book.,5,3,5,5
4,3,8,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method can be used to check the elements of a book. To be specific, this method checks whether a book as required elements (full title and product ID), if not, it prints the missing element of a book. This method can generally be used to check whether a book is valid and is okay to use.",4,4,5,5
10,3,2,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method checks if the Book object is missing productId and fullTitle metadata.  This method created a list of required metadata, search of the current Book object to see if they are missing and if any of them is missing, prints the info.  The method is useful to check the missing metadata of a Book object.",5,5,5,5
12,2,7,openaudible,openaudible>books>Book.java> checkBook [line 101],This method checks if the books contains id and full title.  It goes through the book element's attribute and check the element in the required set is missing from the book.  This method is useful if you want to check the existence of required elements in a book.,4,4,5,5
11,2,8,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method checks that the book description meets the minimum information requirements  This method makes sure the book has product_id and fullTitle set, and returns an error message if the book does not have these two fields  This method helps ensure the library of books is well-formed, and prevents errors further down the line if you want to perform operations on a book but realize it doesn't have a product or title",5,5,5,5
9,2,4,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method is used for checking if a Book object has the required elements and it returns a string response. These required elements that the method checks for are the product_id and the fullTitle and it returns an empty string if all of the required elements are present, and returns a string stating the missing required elements if there are elements missing. This method is used for checking if a book is okay for a person to ""take out"" and to act as error handling for preventing people from taking out books that are not ""ok"".",5,5,4,4
7,5,3,openaudible,openaudible>books>Book.java> checkBook [line 101],This method is used to check if a book has the necessary attributes. The method iterates through the list of all books and checks if it has a product id and a title. It is used by the application to check the validity of the book information.,5,5,5,5
6,2,4,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method takes a book element and parses out its product ID and title and checks if these exist within the object details.  The book's product ID and title are fetched and then checked by member functions to ensure that they are not blank. If they are blank, it will generate an error message stating what field is missing, otherwise it returns an empty string indicating success.  This method would be useful for checking if a book entry in the system has the required information necessary to catalog it into the inventory so that it can appear in search results.",5,5,3,5
3,4,2,openaudible,openaudible>books>Book.java> checkBook [line 101],"This method validates that a book has the required associated data of a product ID and full book title.  This method specifies the product ID and full book title as required elements of a book, then loops over them for the Book object calling this method on itself and returns an empty string if both the product ID and full book title are specified or a string specifying which of the product ID or book title is missing if one is missing.  Although I can't find this method being used anywhere in the codebase, I assume this method is used to validate that Book objects have the minimum required data to be useful.",5,5,2,4
8,4,3,openaudible,openaudible>books>Book.java> checkBook [line 101],Verifies if the book is the required list and returns an string if there is a presence. Iterates over the list and compare if the book is in the required elements. Useful to verify the existence or an specific constraint.,5,3,5,5
8,4,8,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],`	Extracts the name of two different BookElements and merges the values. if both names are the same the name of the first book will be return else the merge will be performed. Useful to update the data of a book to verify if it should be merge or replace.,3,4,5,5
5,3,4,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],The method checks if a metadata attribute of a book has changed after merging the attribute with another book.  It merges a metadata attribute of two books by setting some conditions and returning the attribute value with longer characters.  The method is useful when keeping the metadata attributes of a book as detailed as possible.,4,5,5,5
4,3,5,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method can be used to merge 2 books. To be specific, this method obtains the elements in book 1 and book 2 and then it merge the contents and if merged result is the same as book 1, return false, otherwise returns true. This method can be used when making a dictionary for the book and see whether there is a duplicate.",5,5,5,5
6,2,7,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],This method checks if two books contain that same book element and returns the result as a boolean.  The method receives two book objects and a book element and checks if that element exists within each book object. Then the method calls mergeItem to check if they are the same item and the result is returned from the method.  This method would be useful for ensuring that books don't have duplicate entries within the catalog to potentially save on storage and improve search times.,4,5,4,5
11,2,2,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method combines two elements from two different books into a single one  This method takes the elements from two different books (they are strings) and then if one element is contained in the other the smaller one gets merged into the larger one, which gets returned  This method is useful if there are two incomplete entries of the same book, which can be merged into a single more complete entry element-wise using mergeItem",5,5,5,5
3,4,3,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method helps to merge the data of two books together.  The method takes in two Book objects and a BookElement and calls the other mergeItem method that takes in strings, this method returns the second book's BookElement if the element is cust_id, user_id, or infoLink, otherwise it returns whichever book's element was longer.  This method helps to reduce the number of book entries when there are multiple Books with the same product ID by merging entries of books with the same product ID together.",5,5,4,5
7,5,8,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],THis method is used to merge multiple books instances of the same book. It first compares the elements of the two books and returns true if the result is not equal. This method is used to update the books when updating the library.,5,3,5,5
10,3,7,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method merges item to the two books over an element.  The method takes information of the element from both books, using another method to verify which one is longer and sets that as the element of the first book.  This method can be used to merge two books with the same productId.",5,5,5,5
12,2,8,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],This method merges two book and keeps the longer book's elements.  It merges the books' information by comparing the length of the elements and keeps the longer book's elements.  This method is useful if you want to merge two books and store the more comprehensive book elements.,5,4,5,5
9,2,5,openaudible,openaudible>convert>BookMerge.java> mergeItem [line 27],"This method recursively calls itself to merge two books by merging it a BookElement at a time. The method gets the element e for each book and then sets the variable result to the value of mergeItem() calling the function itself again. This function is part of the process for merging two books, which is used when a book is being updated in the library.",5,4,5,4
8,4,5,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"Initializes and runs the connection calling the main function and within this creates the sockets to start the audio connection Displays the result of the intent of connection and running for the audio display. Useful to run the main function of audio, connects and create the socket.",5,5,5,5
9,2,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"The connect method is for executing a graphical representation when the program is connecting during a progress task such as logging in. This method creates a new Progress Task and wraps the running of it in a try catch statement. This method is called when a widget on the UI is selected or a menu action has been selected. This process generates a command, which is set to the CommandCenter which attempts to execute it.",5,5,4,5
5,3,3,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],The method connects a user to the book scripts on the website.  The method firstly creates a browser and then connects a user to the book scripts via the browser after ensuring the user has been logged in.  The method is useful when providing a logged user with the book resources.,5,5,5,5
6,2,2,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],The purpose of this method is to attempt a connection to the Audible GUI service.  A new progress task object is created and the run method is overrided with a definition that will attempt the connection within a try-catch block and any connection errors will be handled.  This method is needed to handle connection requests and handle when they fail so that the entire program does not crash.,5,5,4,5
7,5,7,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"The purpose of this method is to create a progress component for the GUI when connecting to the network. It initiates the connection using the connect method and throws an exception when it fails. When a user wants to connect to the network, it uses the method to connect to the network.",5,5,5,5
11,2,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method adds a user-friendly display to monitor logging into an Audible account  This method uses a ProgressDialog to monitor the progress of logging in, and if the program fails to log the user in then a MessageBox with an error message gets displayed  This method allows the user to see whether their logging in succeeds or fails, and displays an error message to let them know to act accordingly - which is quite helpful",5,5,4,5
3,4,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method allows users to connect to the audible website.  This method creates a new ProgressTask object and overrides its run method to call the other method called connect, which actually handles connecting to the Audible web client, and then actually runs the ProgressTask.  This method enables the audible GUI to connect to the Audible website.",5,5,4,4
4,3,6,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method connects the user to the server/library/app. This method tries to connect to the app, and throws an error if the user is not logged in. This method can be used in a menu or widget, it can be used to connect to the app when user tries to login from the GUI.",5,2,5,5
10,3,8,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method handles connecting the AudibleGUI.  This method uses to connect the AudibleGUI and shows the progress in a progress bar, if it gets exception during connecting, it forwards to the log-in page.  This method is used to handle the connection.",5,4,5,5
12,2,3,openaudible,openaudible>desktop>swt>manager>AudibleGUI.java> connect [line 255],"This method initiate a url connection and if the connection fails then output the connection error.  It tries to connect to a url, while catching the errors and then outputs the error stack trace for further debugging.  This method is useful if you want to create a web connection and catches the connection errors for further inspection.",5,5,5,5
12,2,4,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"If there are in-progress tests, this method double checks whether user really want to exit the program.  It composes an inquiry message, whose content is adaptive to different system, to confirm if user really wants to exit or quit, by showing the in-progress test numbers and allow the user to cancel the exit action.  This method is useful if you want to check whether user really want to quit or exit by showing the user the amount of in-progress tests.",5,5,5,5
